Nummer|Datum|Ort|Name_voll|GND|Wiki|Journalnummer|Aufbewahrungsort|Aufbewahrungsinstitution|Jahr|VON/AN|person_id|name_gnd|gender_gnd|birth_gnd|occupations_gnd|publications_gnd|degrees_gnd|coordinates_wiki|text|url|place_id|date|letter_text|status_letter_text
2162|20.03.|Bischofszell|Johann Adam Pupikofer|11565108X|https://de.wikipedia.org/wiki/Johann_Adam_Pupikofer||Frauenfeld|Thurgauische Kantonsbibliothek|1827|AN|lassberg-correspondent-0179|Pupikofer, Johann Adam|male|1797|Pfarrer,Archivar,Historiker,Bibliothekar|8|-|47.5,9.23333333|Johannes Meyer, Briefwechsel zwischen J. von Laszberg und Johann Adam Pupikofer. In: Alemannia 16 (1888), S.  1-32 und 97-154, S. 8|https://books.google.de/books?id=XWY5AAAAMAAJ|lassberg-place-0025|1827-03-20||
2163|23.03.|Stuttgart|Gustav Schwab|118762745|https://de.wikipedia.org/wiki/Gustav_Schwab||Marbach am Neckar|Schiller Nationalmuseum|1827|AN|lassberg-correspondent-0145|Schwab, Gustav|male|1792|Evangelischer Theologe,Gymnasiallehrer,Pfarrer,Klassischer Philologe,Schriftsteller,Literarhistoriker|8|Prof. Dr. theol. h.c.|48.7775,9.18|||lassberg-place-0147|1827-03-23||
2164|28.03.|Aarau|Johann Heinrich Tanner|1060060795|https://de.wikipedia.org/wiki/Johann_Heinrich_Tanner||Aarau|Staatsarchiv|1827|AN|lassberg-correspondent-0201|Tanner, Johann Heinrich|male|1799|Textilhandel,Politiker|-|-|47.4,8.05|Eduard Vischer, Politik und Freundschaft. Der Briefwechsel des Freiherrn J. von Laßberg und K.R. Tanners in Auswahl. In: Argovia 60 (1948), S. 89-149, S. 144/R|https://www.e-periodica.ch/digbib/view?pid=arg-001%253A1948%253A60|lassberg-place-0001|1827-03-28||
2165|29.03.|Bischofszell|Johann Adam Pupikofer|11565108X|https://de.wikipedia.org/wiki/Johann_Adam_Pupikofer||Frauenfeld|Thurgauische Kantonsbibliothek|1827|AN|lassberg-correspondent-0179|Pupikofer, Johann Adam|male|1797|Pfarrer,Archivar,Historiker,Bibliothekar|8|-|47.5,9.23333333|Johannes Meyer, Briefwechsel zwischen J. von Laszberg und Johann Adam Pupikofer. In: Alemannia 16 (1888), S.  1-32 und 97-154, S. 9|https://books.google.de/books?id=XWY5AAAAMAAJ|lassberg-place-0025|1827-03-29|Juni 1830.  Mein hochverehrter Herr und Gönner!  Der Buchhändler Huber in St. Gallen sendet mir zur Einsicht eine Sammlung historischer Volkslieder, die mir ganz in Ihr Fach einzuschlagen scheinen. Zwar kommt darin viel bekanntes vor, und die aus dem Walter von der Vogelweide abgedruckten, doch wohl gewählten Stücke, sind nicht einmal treu abgedruckt, und, was noch auffallender ist, der Name ihres Verfassers ist nicht genannt. Daneben aber ist auch manches Lied aus Flugblättern hier eingetragen und zugänglich gemacht worden. Wolen Sie das Buch nicht behalten, so senden Sie dasselbe gütigst an Herrn Huber oder an mich zurück; gefällt es Ihnen, so ist kein Schreiben nöthig. Die vier Jahrgänge des Solothurner Wochenblattes 1816, 1818, 1819, 1821 habe ich bereits durchlesen. Für den Episcopatus Constant. sind viele interessante Urkunden darin; auch die Sänger gehen nicht ganz leer aus. Für meine Thurgovia habe ich die Titel Klingen, Grießenberg, Dießenhofen daraus bereichert. Sehr angesprochen hat mich der Humor des Verfassers. Die Erzählungen sind in der Regel recht unterhaltend. Wenn er sie auch entlehnt, so ist er doch nicht ohne Verdienst; denn nicht alle, welche borgen wollen, wenden sich an den rechten Mann. Die ewige Roma des Herrn Zelger möchte kaum Ihnen zu Theil werden, wenn Sie nicht einen dritten dafür zu gewinnen wissen, daß er Ihnen seine Ansprüche abtrete. Müller Friedberg soll dieselbe schon vor einigen Jahren requirirt haben mit dem Bedeuten, das werthvolle Blatt sei ohne sein Vorwissen seinem frühern Platze entnommen worden, und er werde sich etwas Schönes nicht reuen lassen, um es wieder zu erhalten. Die Erben des Herrn Zelger haben seine ganze Kunst- und Büchersammlung dem Abt in Einsiedeln antragen lassen; dieser aber erwiederte, die Zeiten seien nicht geeignet, solche Ankäufe zu begünstigen. Wahrscheinlich hat der Einsiedler - Prozeß den Kunstsinn des ehrwürdigen Herrn verdorben. Die Freienmutsche Abhandlung ist in der Appenzeller Zeitung gar übel gescholten worden. Kein absoluter Monarch hätte sich erfrecht, solche Dinge zu sagen heißt es dort. Der Thurgauische Landsturm wird aufgeboten, das Thurg. Ungeheuer zu beschwören, und sich gegen den drohenden Schaden zu wahren. Ich habe ein Art Ärger darüber gefaßt; denn warum soll ein Beamter nicht eben so gut seine Meinung sagen dürfen als ein Zeitungsschreiber? Und warum können die Zeitungsschreiber ihre Urtheile nicht mit mehr Ruhe und Würde aussprechen? Ich glaube, ich habe den Rückenschmerz von Ihnen geerbt; denn letzten Freitag und Samstag konnte ich mich gar nicht bücken, und auch jetzt noch gehts mir schwer. Dessen ungeachtet will ich Morgen nach St. Gallen wandern und mich der schönen Aussicht auf dem Tannenberge freuen. Vielleicht wäre es besser, ich gienge nach Baden. Zeigt sich Gelegenheit, mir wieder einige Jahrgänge des Wochenblattes zu senden, so vergessen Sie doch meiner nicht; sonst komme ich selbst, sobald diese Woche vorbei ist. Unterdessen wünsche ich Ihnen bei Ihrem Weißenauer Codex recht viele Freude und bei heiterem Wetter kühle Spaziergänge im dunkeln Buchen- und Eichenwald. Herzlich der Ihrige. Pupikofer. Letzten Dienstag war es mir, weil der Bote so spät kam, unmöglich, auf Ihre freundschaftliche Anfrage zu antworten; denn die Schulexamen nahmen mich gerade in Anspruch. Mein Katarrh ist soweit geheilt, daß die Heiserkeit sich verloren hat; aber der Husten ist zurückgeblieben, und nachdem ich acht Tage lang auf die Heilkraft der Natur gewartet hatte, mußte ich endlich meine Zuflucht zur Kunst nehmen. Wann ich in Ihrer gastfreundlichen villa wieder einkehren könne, weiß ich nicht, wohl auch der Arzt nicht. Die Zeit bringt Rosen, weiße und rothe, wie das Loos fallt, sagt einer Ihrer Korrespondenten. Sehr vielen Dank für Ihre litterarischen Mittheilungen! Die grammatischen Streitigkeiten haben mich sehr erlustigt. Aber sollten unsere Klingenberger nicht vom Maine her eingewandert sein? die Namen wenigstens finden sich bei den unsrigen auch: Heinrich, Albert, Walter; doch die Johannes entsprechen nicht. Das Chartarium Dertonense habe ich noch nicht durchgehen können; nur einen Crivellarius habe ich bei oberflächlichem Ueberblicke bemerkt; ich wollte lieber, es wäre ein Crivellinensis. Ich wurde übrigens dadurch erinnert, die Ihnen letzthin gezeigte Urkunde für Sie zu copiren und bitte Sie, sich gelegentlich an dieselbe zu erinnem, wenn Ihnen vom Dietrich abbas, oder Henricus sacerdos oder dessen Vater Azzo etwas vorkommen sollte. Im Constanzer Catalog (den ich noch einige Tage behalten will) wird der erste Band von Kaspar Langs Grundriß angeboten; da das Zürch. Exemplar um das doppelte des Anschlags wegging, und meine Preise nicht zureichten, werden Sie wohl dieses Bruchstück nicht verschmähen, da der erste Band die Hauptsache enthält, der zweite hingegen für uns ohne Werth, mit lauter dogmatischen Disputationen angefüllt ist, die Hottinger zu widerlegen die Mühe genommen hat. Murers Helvetia s. stieg in Zürich über das Doppelte des Anschlags. Die künftige Woche sollte ich den Canisius wieder zurücksenden; wollen Sie denselben länger behalten, so will ich in Zürich Anzeige machen, damit keine Mahnung komme.  Mit unveränderlicher Hochachtung und Ergebenheit Ihr Diac. Pupikofer. Bischofzell, den 29. März 1827.|to_be_processed
2166|03.04.|Bischofszell|Johann Adam Pupikofer|11565108X|https://de.wikipedia.org/wiki/Johann_Adam_Pupikofer||Frauenfeld|Thurgauische Kantonsbibliothek|1827|AN|lassberg-correspondent-0179|Pupikofer, Johann Adam|male|1797|Pfarrer,Archivar,Historiker,Bibliothekar|8|-|47.5,9.23333333|Johannes Meyer, Briefwechsel zwischen J. von Laszberg und Johann Adam Pupikofer. In: Alemannia 16 (1888), S.  1-32 und 97-154, S. 10|https://books.google.de/books?id=XWY5AAAAMAAJ|lassberg-place-0025|1827-04-03|Hochwohlgeborner, verehrtester Herr und Gönner! Ihre Theilnahme an meinem Befinden freut mich gar sehr; das einzige unangenehme dabei wäre nur, wenn Sie sich das Übel zu gefährlich vorstellten. Ich habe Ihnen vielleicht selbst dazu Anlaß gegeben, da ich, sobald ein Frühlings-Catarrh mich befällt, mich an eine vierteljährige Krankheit dieser Art im Jahr 1817 erinnere, und seit jener Zeit selbst bald in Schrecken gerathe, wenn mir etwas auf der Brust fehlt Gegenwärtig bin ich beinahe ganz hergestellt, und nur die schlechte Witterung hindert mich, über den Berg zu steigen und die fürchterliche Charwoche, in welcher ich mehr Predigten halten muß, als Tage sind, und daher gar sehr vor einem Rückfall mich in Acht zu nehmen habe. Was Sie ...igen sagen, fühle ich wohl; allein was kann ich thun? Im Thurgau ist keine Stelle, wo ich mein Brot leichter finden könnte als hier; auf einer auch kleinen Landpfründe wäre der Dienst noch beschwerlicher. Die Stelle vom crecinger werde ich Ihnen copiren; auch Schwab's Bodensee binden lassen. Ich lege Ihnen das älteste Protokoll von Dießenhofen bei; findet sich auch wenig ausgezeichnetes darin, so ist doch ein kleiner Beitrag zur Erhellung des Dunkels nicht ohne Werth. Das Papier hat nicht durchgehends das Manufactur-Zeichen. Ueber das Alter geben die gegen das Ende eingeschriebenen Bürgerrechts-Verleihungen Auskunft. In Ihren Bedenklichheiten über den Verfasser der historia Caroli würde ich ganz einstimmen, wenn es sich nicht aus § 3 des zweiten Buches ergäbe, daß der Schreiber des Buches oft die eigensten Worte seines Gewährsmannes anführt und es dadurch den Schein erhält, als spräche er von sich selbst. Dort sagt er nämlich: In bello autem saxonico, cum per semetipsum aliquando fuisset occupatus quidam privati homines, quorum etiam nomina designarem, nisi notam arrogantiae devitarem etc. Ich glaube, hier spricht Adalbertus, aus dessen Mund der Mönch die Erzählungen aufschrieb. Für Ihre Bemerkungen zum ersten Abschnitt der Thurgauischen Geschichte bin ich Ihnen sehr verpflichtet; den zweiten Abschnitt habe ich bald überarbeitet, und ich empfehle dieselben zum voraus Ihrer strengen Zucht.  Indem ich mich und die Meinigen Ihrem Wohlwollen bestens empfehle und mit Ihnen sehnlich dem Frühling entgegensehe, habe ich die Ehre zu sein Ihr Ergebenster Diac. Pupikofer.  Bischofzell, den 3. April 1827.|to_be_processed
2167|05.04.|Bischofszell|Johann Adam Pupikofer|11565108X|https://de.wikipedia.org/wiki/Johann_Adam_Pupikofer||Frauenfeld|Thurgauische Kantonsbibliothek|1827|AN|lassberg-correspondent-0179|Pupikofer, Johann Adam|male|1797|Pfarrer,Archivar,Historiker,Bibliothekar|8|-|47.5,9.23333333|Johannes Meyer, Briefwechsel zwischen J. von Laszberg und Johann Adam Pupikofer. In: Alemannia 16 (1888), S.  1-32 und 97-154, S. 11|https://books.google.de/books?id=XWY5AAAAMAAJ|lassberg-place-0025|1827-04-05|Hochwohlgeborner, verehrtester Herr! So geht es, wenn man der Wahrheit nicht ganz treu bleibt! Ich übergab Schwabs Bodensee dem Buchbinder, als wenn das Buch mein wäre, mit allen von Ihnen bemerkten Vorschriften. Wie ich aber gestern Mittag wissen will, wie es damit stehe, sagt mir Mstr. Gonzenbach, er habe das Buch nicht planiert, in der Voraussetzung, daß mir so viel daran nicht liegen werde, da ich schon Bücher hätte durchschießen lassen, ohne daß sie hätten planiert werden müssen, nun könne er es nicht mehr planieren, da es bereits geschnitten sei und überdies wenigstens 2-3 Tage zum Trocknen erfordern würde. Nun ist der Fehler gemacht; wie er gebessert werden könne, weiß ich nicht. Was der Einband koste, hat mir der Buchbinder nicht anzeigen lassen, und selbst gesehen habe ich ihn heute nicht. Die eintretende milde Witterung hätte mich nach Eppishausen verlockt, wenn ich nicht noch medicinieren müßte. Doch geht es jetzt zum Schlusse, und ich hoffe, diese Woche ganz hergestellt zu endigen. Sie hier zu sehen, wäre mir sehr erfreulich. Zu Ihnen könnte ich künftige Woche nur am Montag kommen oder am Freitag; doch ist der Freitag der himmlischen, nicht der profanen Minne geweiht, und Sie verreisen wohl nach Konstanz? Das Leucojum vernum hat bald verblüht. Für die übersandte Urkunde vergaß ich Ihnen vorgestern in der Eile zu danken. Ich hatte mir dieselbe in meinen Excerpten aus Neugart ad. a. 844 (Nr. 306) angemerkt, aber nur flüchtig ausgezogen, und so ist mir die größere Vollständigkeit sehr willkommen. Den § vom erecingarius habe ich ganz abgeschrieben, da die Wirkungen desselben so weitgreifend waren, als kaum je ein Trunk Wein; man sieht aber daraus die geniale Despotie des Herrn Carolus. Ob ich die Erwiderung im Appenzeller Blatt recht abgefaßt habe und ob die Duplik besser sei als die Proposition und die Replik, muß ich Ihnen zur Beurtheilung überlassen. Ich halte übrigens den Streit für geendigt. Ich fieng diese Woche den Ligurinus zu lesen an; aber Herr Dümge hat, besonders in seiner Dedication, ein verdammtes Latein! In der Dissertation wird es etwas leichter, wenn nicht mein Gefühl von der Angewöhnung herkam. Ich bin sehr aufmerksam, ob ich in dem Dichter keine Beziehung auf die Chartas Dertonenses fände.  Genehmigen Sie die Versicherung unveränderlicher Hochachtung und Ergebenheit von Ihrem Pupikofer.  Bischofzell, den 5. April 1827.|to_be_processed
2168|06.04.|Stuttgart|Ludwig Uhland|118625063|https://de.wikipedia.org/wiki/Ludwig_Uhland||Marbach am Neckar|Schiller Nationalmuseum|1827|AN|lassberg-correspondent-0288|Uhland, Ludwig|male|1787|Jurist,Abgeordneter,Literarhistoriker,Politiker,Hochschullehrer,Germanist,Librettist,Schriftsteller|8|Dr.|48.7775,9.18|Franz Pfeiffer (Hg.), Briefwechsel zwischen Joseph Freiherrn von Laßberg und Ludwig Uhland. Wien 1870, S. 92-96|https://www.digitale-sammlungen.de/en/view/bsb10620870?page=1|lassberg-place-0147|1827-04-06||
2169|18.04.|Trogen (Appenzell Ausserrhoden)|Johann Caspar Zellweger|116978813|https://de.wikipedia.org/wiki/Johann_Caspar_Zellweger||Winterthur|Stadtbibliothek|1827|AN|lassberg-correspondent-0193|Zellweger, Johann Caspar|male|1768|Kaufmann,Historiker|4|-|-|Carl Ritter, Briefwechsel zwischen Joseph Freiherrn von Lassberg und Johann Caspar Zellweger. St.Gallen 1889, S. 93|https://books.google.de/books?id=KIHHQBvr1nkC|lassberg-place-0150|1827-04-18||
2170|28.04.|Bischofszell|Johann Adam Pupikofer|11565108X|https://de.wikipedia.org/wiki/Johann_Adam_Pupikofer||Frauenfeld|Thurgauische Kantonsbibliothek|1827|AN|lassberg-correspondent-0179|Pupikofer, Johann Adam|male|1797|Pfarrer,Archivar,Historiker,Bibliothekar|8|-|47.5,9.23333333|Johannes Meyer, Briefwechsel zwischen J. von Laszberg und Johann Adam Pupikofer. In: Alemannia 16 (1888), S.  1-32 und 97-154, S. 12|https://books.google.de/books?id=XWY5AAAAMAAJ|lassberg-place-0025|1827-04-28|Hochwohlgeborner geehrtester Herr! Was der Bote damit gemeint habe, als er am Donnerstag in Ihrem Namen mich fragte, ob ich am Freitag bei Hause sei, ist mir ganz unerklärlich, da meine Hoffnung, Sie gestern hier zu sehen, unerfüllt geblieben ist. Sonst hätte ich mir vorgenommen, Freitag Nachmittags Ihnen meine Aufwartung zu machen und Ihnen zu sagen, daß ich durch das Regenwetter verhindert wurde, am Dienstag von Wengi nach der Karthause Ittingen zu wandern, und Mittwochs wieder zu Hause anlangte, ohne etwas erbeutet zu haben. Künftigen Montag verreise ich wieder, um in Wengi die Ehe meines Bruders am Dienstag einzusegnen, und bei dieser Gelegenheit noch einen Versuch zu machen, ob ich nicht endlich einmal durch die Clausuram virginum Cisterciensis ordinis Claustralium in Tanikon eindringen könne; denn ich hörte, daß der Abt von Wettingen am 1. May daselbst zur Einweihung der neuen Äbtissin und zweier neuer Nonnen anlangen und sich einige Tage lang aufhalten und nach Gewohnheit die Clausur öfnen werde. Die Tage der Feierlichkeit selbst habe ich genau nicht erfahren können. Da Herr Landammann Anderwerth ohne Zweifel dem Feste beiwohnt, so könnte es Ihnen, im Einverständnisse mit demselben, noch viel weniger fehlen, in die verschlossenen Zimmer und Gänge zu gelangen und selbst gemahlte Scheiben zu kaufen, da mir der Glaser von Ettenhausen (dem ich Ihre Adresse gegeben habe) erzählt hat, daß er schon oft gemahlte Scheiben im Kloster als alte Waare weggenommen und nach Winterthur verkauft habe, und man hiemit im Kloster keinen sehr hohen Werth darauf legt. Die Batzen-Chronik folgt hier auch wieder mit Dank zurück. Ich bitte sehr um Verzeihung, daß ich dieselbe so lange behielt. Den übrigen, von Ihnen geliehenen Büchern, für deren Benutzung ich Ihnen gleichfalls sehr verpflichtet bin, lege ich das neueste Heft der Helvetia bei. Indem ich Ihrer fernem Gewogenheit mich und die Meinigen bestens empfehle, habe ich die Ehre, zu sein  Ihr Ergebenster Diac. Pupikofer.  Bischofzell, den 28. April oder am Waltherstage 1827 [28. April 1827].|to_be_processed
2171|-|Bischofszell|Johann Adam Pupikofer|11565108X|https://de.wikipedia.org/wiki/Johann_Adam_Pupikofer||Donaueschingen|Fürstlich Fürstenbergisches Archiv|1827|AN|lassberg-correspondent-0179|Pupikofer, Johann Adam|male|1797|Pfarrer,Archivar,Historiker,Bibliothekar|8|-|47.5,9.23333333|Karl Siegfried Bader (Hg.), Joseph von Lassberg. Mittler und Sammler. Aufsätze zu seinem 100. Todestag. Stuttgart 1955, S. 221|-|lassberg-place-0025|||
2172|19.05.|Bischofszell|Johann Adam Pupikofer|11565108X|https://de.wikipedia.org/wiki/Johann_Adam_Pupikofer||Frauenfeld|Thurgauische Kantonsbibliothek|1827|AN|lassberg-correspondent-0179|Pupikofer, Johann Adam|male|1797|Pfarrer,Archivar,Historiker,Bibliothekar|8|-|47.5,9.23333333|Johannes Meyer, Briefwechsel zwischen J. von Laszberg und Johann Adam Pupikofer. In: Alemannia 16 (1888), S.  1-32 und 97-154, S. 13|https://books.google.de/books?id=XWY5AAAAMAAJ|lassberg-place-0025|1827-05-19||
2173|23.05.|Stuttgart|Gustav Schwab|118762745|https://de.wikipedia.org/wiki/Gustav_Schwab||Donaueschingen|Fürstlich Fürstenbergisches Archiv|1827|AN|lassberg-correspondent-0145|Schwab, Gustav|male|1792|Evangelischer Theologe,Gymnasiallehrer,Pfarrer,Klassischer Philologe,Schriftsteller,Literarhistoriker|8|Prof. Dr. theol. h.c.|48.7775,9.18|||lassberg-place-0147|1827-05-23||
2174|03.06.|St. Gallen|Ildefons von Arx|116353740|https://de.wikipedia.org/wiki/Ildefons_von_Arx||Donaueschingen|Fürstlich Fürstenbergisches Archiv|1827|AN|lassberg-correspondent-0169|Arx, Ildefons von|male|1755|Mönch,Bibliothekar,Archivar,Geistlicher,Historiker,Domkapitular|-|-|47.42416667,9.37083333|||lassberg-place-0141|1827-06-03||
2175|15.06.|Berlin|Karl Hartwig Gregor von Meusebach|118733230|https://de.wikipedia.org/wiki/Karl_Hartwig_Gregor_von_Meusebach||Krakau|Jagiellonische Bibliothek|1827|AN|lassberg-correspondent-0256|Meusebach, Karl Hartwig Gregor von|male|1781|Literarhistoriker,Germanist,Bibliophiler,Jurist|3|-|52.52,13.405|Franz Pfeiffer, Zur Geschichte der deutschen Philologie. Briefe an Joseph Freiherrn von Laßberg. Postum hg. von Joseph Maria Wagner. In: Germania 13 (1868), S. 118-27, 244-49, 365-84 und 487-508, S. 504-07|https://upload.wikimedia.org/wikipedia/commons/a/a8/Germania_13_1868.pdf|lassberg-place-0022|1827-06-15||
2176|16.06.|Göttingen|Georg Friedrich Benecke|11865537X|https://de.wikipedia.org/wiki/Georg_Friedrich_Benecke||Göttingen|Staats- und Universitätsbibliothek|1827|AN|lassberg-correspondent-0134|Benecke, Georg Friedrich|male|1762|Bibliothekar,Philologe,Germanist|8|Prof.|51.53388889,9.93555556|Martin Harris, Joseph von Laßberg im Briefwechsel mit norddeutschen Germanisten. Neu aufgefundene Briefe zur Geschichte der germanischen Philologie. In: Euphorion 80 (1986), S. 46-82, S. 81|-|lassberg-place-0053|1827-06-16||
2177|18.06.|Winterthur|Ulrich Hegner|116572167|https://de.wikipedia.org/wiki/Ulrich_Hegner||Donaueschingen|Fürstlich Fürstenbergisches Archiv|1827|AN|lassberg-correspondent-0353|Hegner, Ulrich|male|1759|Politiker,Arzt,Schriftsteller|10|-|47.49888889,8.72861111|||lassberg-place-0163|1827-06-18||
2178|20.06.|Berlin|Karl Lachmann|118568558|https://de.wikipedia.org/wiki/Karl_Lachmann||Freiburg i.Br.|Universitätsbibliothek|1827|AN|lassberg-correspondent-0260|Lachmann, Karl|male|1793|Hochschullehrer,Gymnasiallehrer,Klassischer Philologe,Germanist|11|Prof.|52.52,13.405|Franz Pfeiffer, Zur Geschichte der deutschen Philologie. Briefe an Joseph Freiherrn von Laßberg. Postum hg. von Joseph Maria Wagner. In: Germania 13 (1868), S. 118-27, 244-49, 365-84 und 487-508, S. 492|https://upload.wikimedia.org/wikipedia/commons/a/a8/Germania_13_1868.pdf|lassberg-place-0022|1827-06-20||
2179|08.07.|Thun|Egbert Friedrich von Mülinen|101397593|https://de.wikipedia.org/wiki/Egbert_Friedrich_von_M%C3%BClinen||Bern|Burgerbibliothek|1827|AN|lassberg-correspondent-0075|Mülinen, Egbert Friedrich von|male|1817|Historiker,Privatgelehrter|2|-|46.76666667,7.63333333|||lassberg-place-0149|1827-07-08||
2180|31.07.|Paris|Pierre Antoine Tardieu|131519808|https://de.wikipedia.org/wiki/Pierre_Antoine_Tardieu||Donaueschingen|Fürstlich Fürstenbergisches Archiv|1827|AN|lassberg-correspondent-0325|Tardieu, Pierre Antoine François|notKnown|1784|Kupferstecher|-|-|48.85666667,2.35222222|||lassberg-place-0113|1827-07-31||
2181|04.08.|Bischofszell|Johann Adam Pupikofer|11565108X|https://de.wikipedia.org/wiki/Johann_Adam_Pupikofer||Frauenfeld|Thurgauische Kantonsbibliothek|1827|AN|lassberg-correspondent-0179|Pupikofer, Johann Adam|male|1797|Pfarrer,Archivar,Historiker,Bibliothekar|8|-|47.5,9.23333333|Johannes Meyer, Briefwechsel zwischen J. von Laszberg und Johann Adam Pupikofer. In: Alemannia 16 (1888), S.  1-32 und 97-154, S. 14|https://books.google.de/books?id=XWY5AAAAMAAJ|lassberg-place-0025|1827-08-04|Hochwohlgeborner Herr und Gönner!  Die paar Tage, die sie für Ihre Abwesenheit bestimmt hatten, sind zu Monaten geworden, und ich hatte bald eigentliches Heimweh zu Ihnen. Dennoch kann ich so schnell nicht kommen, als ich wünschte. Ein rheumatisches Uebel, das mir seit bald zwei Monaten im Körper, besonders in der linken Seite des Kopfes herumzieht, und wogegen ich jetzt Ptisane schlucke, hält mich bei Hause gefangen. An meinen gewöhnlichen Geschäften werde ich indessen nur periodisch gehindert. Als Vorläufer meines auf den Anfang der künftigen Woche verschobenen Besuchs sende ich einige Ihrer Bücher voraus. Bevor ich wußte, daß Sie zu Hause seien, wollte ich dieselben nicht schicken, da ich mir die Möglichkeit dachte, unterdessen davon Gebrauch machen zu können. Maßmanns Aufsatz las ich recht gerne und danke Ihnen sehr dafür. Vor einigen Tagen habe ich Lachmanns Ausgabe Walthers von der Vogelweide erhalten, einiges darin auch gelesen. Als Vorrath ist das Ding recht brav, aber die neue Recension des Textes und die Auswahl der Lesearten gefiel mir nicht ganz. Sie wissen wohl, wie wenig Gewicht mein Tadel hat; ich spreche meinen Zweifel blos aus, um Sie um Belehrung zu bitten. Geijérs Urgeschichte von Schweden ist Ihnen vielleicht auf der Reise entgangen. Ich lese dieselben mit vielem Vergnügen und lege sie Ihnen bei. Der Andeutungen auf altdeutsche Dichtung mangelt es darin nicht. Meine liebe Frau freut sich Ihrer Wiederkunft gar sehr.  Wir beide empfehlen uns Ihrer ferneren Gewogenheit. Diac. Pupikofer.  Bischofzell den 4. August 1827.|to_be_processed
